model,pooling,layer,standardised,skipped,point,ci_lo,ci_hi,rho_mb,rho_ma,rho_ba,n_boot_valid
qwen,mean_pool_hs,20,True,False,0.4062096361118055,0.24633408188819886,0.492839203029871,0.5120431258102847,0.4238838148292193,0.42048917922079576,1000
qwen,mean_pool_hs,21,True,False,0.3762062872172151,0.22845707647502422,0.4641628116369247,0.48984275012266487,0.4333790708279408,0.42048917922079576,1000
qwen,mean_pool_hs,22,True,False,0.34056938053925917,0.19727001301944255,0.4252414211630821,0.4599984989950088,0.4307909216468454,0.42048917922079576,1000
qwen,mean_pool_hs,23,True,False,0.3214949132171781,0.18543879464268684,0.4001137174665928,0.4425643107970406,0.42436248014153927,0.42048917922079576,1000
qwen,mean_pool_hs,24,True,False,0.30514823169087174,0.1773332454264164,0.37782205194234847,0.42201839855972667,0.40025406833515,0.42048917922079576,1000
qwen,mean_pool_hs,25,True,False,0.291432622499336,0.1652307990938425,0.3662813529372215,0.4050372163697772,0.3821508754820594,0.42048917922079576,1000
qwen,mean_pool_hs,26,True,False,0.28200393221715825,0.1524863112717867,0.3592670664191246,0.397698772720765,0.3839540204766575,0.42048917922079576,1000
qwen,mean_pool_hs,27,True,False,0.27491742134939784,0.14355440326035024,0.3570884272456169,0.39209882276988905,0.3850178585855288,0.42048917922079576,1000
qwen,mean_pool_hs,28,True,True,,,,,,,0
qwen_base,last_token_hs,0,True,False,,,,,,0.42048917922079576,0
qwen_base,last_token_hs,1,True,False,0.04049888206031655,-0.007130797160789368,0.1356701042503118,0.07507313471795322,0.0915191285145039,0.42048917922079576,1000
qwen_base,last_token_hs,2,True,False,0.002471448358551704,-0.03158462606370449,0.09839578624814747,0.04737063686063046,0.10735414576393906,0.42048917922079576,1000
qwen_base,last_token_hs,3,True,False,0.012970109140681002,-0.03859579162672162,0.1019486157223582,0.060331342004121845,0.11568097310639645,0.42048917922079576,1000
qwen_base,last_token_hs,4,True,False,0.02522478660045365,-0.023797052120789884,0.11370515972375869,0.0599360824288402,0.08832365017423874,0.42048917922079576,1000
qwen_base,last_token_hs,5,True,False,0.03154274565593566,-0.030168090807273985,0.12540463358163828,0.07681659661700777,0.11507564155470133,0.42048917922079576,1000
qwen_base,last_token_hs,6,True,False,0.06011814961909935,-0.0056994353421032425,0.16104542799293994,0.11729650566199668,0.15071617224073253,0.42048917922079576,1000
qwen_base,last_token_hs,7,True,False,0.10075293490133197,0.029448217898607253,0.19747836999595164,0.1505864486264283,0.14295846489471828,0.42048917922079576,1000
qwen_base,last_token_hs,8,True,False,0.11017702013077714,0.04565185466781259,0.19919427819550037,0.17170744306568578,0.17425783857889188,0.42048917922079576,1000
qwen_base,last_token_hs,9,True,False,0.12321652547266276,0.053732771705836055,0.20500012822449207,0.19826807350829803,0.2116755428571888,0.42048917922079576,1000
qwen_base,last_token_hs,10,True,False,0.1463269986093592,0.06569538414478301,0.22750521861016748,0.2255290117022123,0.22900726138766375,0.42048917922079576,1000
qwen_base,last_token_hs,11,True,False,0.12687890098958862,0.048335622344166045,0.20854148790240284,0.2024762929750431,0.21410506860670567,0.42048917922079576,1000
qwen_base,last_token_hs,12,True,False,0.19784866728911957,0.09202446974813938,0.2723408833146094,0.2868594891514456,0.2713152084213237,0.42048917922079576,1000
qwen_base,last_token_hs,13,True,False,0.2473080407567641,0.1209912110120058,0.322321467846632,0.3470261449662837,0.3196698527702845,0.42048917922079576,1000
qwen_base,last_token_hs,14,True,False,0.25212168130718754,0.1134453721344471,0.33407192379236217,0.36621602766416755,0.3643051828994269,0.42048917922079576,1000
qwen_base,last_token_hs,15,True,False,0.26000287582519516,0.12410299610346556,0.3459389336407184,0.37076636984084066,0.3578980379440333,0.42048917922079576,1000
qwen_base,last_token_hs,16,True,False,0.2998943174427258,0.16155338063836097,0.3883339107036589,0.40617197864961335,0.363002384276772,0.42048917922079576,1000
qwen_base,last_token_hs,17,True,False,0.2955800550200484,0.14842389672994613,0.39158358126878734,0.4029504126229433,0.3643505957515053,0.42048917922079576,1000
qwen_base,last_token_hs,18,True,False,0.29953664599046914,0.1490366917103529,0.39212102219462397,0.4048334611167544,0.35971478700651977,0.42048917922079576,1000
qwen_base,last_token_hs,19,True,False,0.28656431754868755,0.1359543778002262,0.3828215517103672,0.39406361219618574,0.36037720617400837,0.42048917922079576,1000
qwen_base,last_token_hs,20,True,False,0.2810548026020671,0.11716538462787866,0.4031964085996151,0.38632959341761475,0.3508825438073402,0.42048917922079576,1000
qwen_base,last_token_hs,21,True,False,0.2850541999049239,0.11482995450496675,0.41001146435737607,0.39483336045049944,0.3667856744341875,0.42048917922079576,1000
qwen_base,last_token_hs,22,True,False,0.2616700056063725,0.09761249925941229,0.38753270804882045,0.36902650369446616,0.3483710298912322,0.42048917922079576,1000
qwen_base,last_token_hs,23,True,False,0.2522033571421927,0.08539038002490998,0.38334776684641836,0.35184571062750103,0.3214512436235956,0.42048917922079576,1000
qwen_base,last_token_hs,24,True,False,0.2680933761853488,0.08774589654058218,0.3989402294158935,0.3647288276705021,0.31917862941668396,0.42048917922079576,1000
qwen_base,last_token_hs,25,True,False,0.2523111967577493,0.07774754967540502,0.38408617377281185,0.3476785255914762,0.3090837360369316,0.42048917922079576,1000
qwen_base,last_token_hs,26,True,False,0.24231591488456572,0.07021363340318203,0.3745645329356193,0.3350683270019457,0.29771220699504475,0.42048917922079576,1000
qwen_base,last_token_hs,27,True,False,0.23565288020984848,0.0755285918712616,0.3598574943840503,0.32711204664009197,0.2915496508129497,0.42048917922079576,1000
qwen_base,last_token_hs,28,True,False,0.14589077398189268,0.021768592065200213,0.2953861810266971,0.2044481755912361,0.17635774919200067,0.42048917922079576,1000
qwen_base,mean_pool_hs,0,True,False,0.067122107588295,-0.0028782517591025678,0.13691994547843933,0.14598344646084344,0.20543370651280748,0.42048917922079576,1000
qwen_base,mean_pool_hs,1,True,False,0.1453770995501728,0.05629116585478187,0.19766879118978978,0.25247015729181826,0.3013157514359944,0.42048917922079576,1000
qwen_base,mean_pool_hs,2,True,False,0.11416173205139389,0.01865771869197488,0.1836484652012586,0.2270385800532109,0.30537697382271245,0.42048917922079576,1000
qwen_base,mean_pool_hs,3,True,False,0.12264088891113291,0.022605262463912368,0.18923165313899515,0.23490400007151668,0.30678006741489683,0.42048917922079576,1000
qwen_base,mean_pool_hs,4,True,False,0.08376723838246802,0.03940769070759416,0.18029838018119332,0.08893648573307752,0.03084703224321773,0.42048917922079576,1000
qwen_base,mean_pool_hs,5,True,False,0.08970742347684477,0.04495659274980426,0.18382093720138068,0.10836577512997478,0.06455389308692903,0.42048917922079576,1000
qwen_base,mean_pool_hs,6,True,False,0.09771381281745466,0.04894056161865592,0.19126498028635977,0.12105781983674994,0.07769596682981962,0.42048917922079576,1000
qwen_base,mean_pool_hs,7,True,False,0.11818731276865092,0.058487741742283106,0.20695723593235013,0.15653277198896706,0.11906244969006996,0.42048917922079576,1000
qwen_base,mean_pool_hs,8,True,False,0.13922577143569315,0.06993268169462681,0.22200475968420505,0.19593846621346628,0.16993679086284016,0.42048917922079576,1000
qwen_base,mean_pool_hs,9,True,False,0.16352314991285843,0.08450208008289337,0.24244960956275458,0.24332019078517192,0.2357696209229575,0.42048917922079576,1000
qwen_base,mean_pool_hs,10,True,False,0.1682369153047794,0.08498904500156641,0.25695376172661777,0.24737698751020776,0.23551035212367386,0.42048917922079576,1000
qwen_base,mean_pool_hs,11,True,False,0.16382834377698266,0.07997938897460699,0.25779438093304635,0.2498270932275781,0.25205192165652285,0.42048917922079576,1000
qwen_base,mean_pool_hs,12,True,False,0.1857895742820428,0.09496890772134066,0.27792373299598694,0.27888493359761396,0.27818085909503204,0.42048917922079576,1000
qwen_base,mean_pool_hs,13,True,False,0.1955318475806275,0.10010148007422685,0.290836089849472,0.28962070884357816,0.28427456632627746,0.42048917922079576,1000
qwen_base,mean_pool_hs,14,True,False,0.20892568883214935,0.11091277617961169,0.3053576104342937,0.31356900773361907,0.3183796677064194,0.42048917922079576,1000
qwen_base,mean_pool_hs,15,True,False,0.2011263455760006,0.10346928332000971,0.2950643606483936,0.30931359743407805,0.32522182128354565,0.42048917922079576,1000
qwen_base,mean_pool_hs,16,True,False,0.20810564182484584,0.10398967675864697,0.30392103791236874,0.3233749311472667,0.34809374699222567,0.42048917922079576,1000
qwen_base,mean_pool_hs,17,True,False,0.22050291251390763,0.1053913464769721,0.3198228321969509,0.3384418672804711,0.36121725341609584,0.42048917922079576,1000
qwen_base,mean_pool_hs,18,True,False,0.22431473751664055,0.10891372710466385,0.31954856887459754,0.3420931220740477,0.3624656037375569,0.42048917922079576,1000
qwen_base,mean_pool_hs,19,True,False,0.2320937467722793,0.11208424400538207,0.33015989139676094,0.35276862026571815,0.3746244743921509,0.42048917922079576,1000
qwen_base,mean_pool_hs,20,True,False,0.24054900752922304,0.10773866046220065,0.33947610557079316,0.3645300025987979,0.38869549572713236,0.42048917922079576,1000
qwen_base,mean_pool_hs,21,True,False,0.24835521125557863,0.10678186751902104,0.3566196419298649,0.37490063823461106,0.400573516583838,0.42048917922079576,1000
qwen_base,mean_pool_hs,22,True,False,0.24964983129049867,0.10567562095820904,0.3573335699737072,0.378539863840762,0.4085757632338131,0.42048917922079576,1000
qwen_base,mean_pool_hs,23,True,False,0.24008754264968846,0.09956292752176524,0.3467792384326458,0.3681609866697076,0.40098392657736154,0.42048917922079576,1000
qwen_base,mean_pool_hs,24,True,False,0.2393228311463949,0.10257781948894262,0.33803455233573915,0.3622489287892751,0.3848825228447083,0.42048917922079576,1000
qwen_base,mean_pool_hs,25,True,False,0.21780853359424282,0.08416896499693394,0.31982591524720194,0.3410309787514975,0.37544504703250914,0.42048917922079576,1000
qwen_base,mean_pool_hs,26,True,False,0.21310833648041305,0.07724373284727334,0.32051137462258333,0.33698771373635084,0.37517982954535795,0.42048917922079576,1000
qwen_base,mean_pool_hs,27,True,False,0.21798923356543934,0.08884509298950434,0.3295590907335281,0.339880721537529,0.3716245177087398,0.42048917922079576,1000
qwen_base,mean_pool_hs,28,True,False,0.16168445761674988,0.03699451852589846,0.31924312114715575,0.2383261978566999,0.22702271233144133,0.42048917922079576,1000
